      Plot replica #,            Solution,           chi2/Npts,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,                GT a,                GT b,                GT c,                G2 a,                G2 b,                G2 c,               QTu a,               QTu b,               QTu c,               QTd a,               QTd b,               QTd c,
                 367,                 N/A,            2.069961,           -4.130515,           16.435172,          -12.281613,            3.302797,           -0.559447,            0.636813,           -7.261185,            9.960989,            8.960265,           -8.438979,            6.890378,            9.276938,            2.669372,           -7.267912,            2.426500,           -3.870628,           -5.113740,           -1.873627,           -0.837949,           11.842701,           -9.726240,            6.608685,          -12.110024,           12.479953,
                 368,                 N/A,            2.302126,           -1.902917,            2.444038,           -3.477305,            5.323944,          -12.839970,            8.339256,           -3.659369,            5.163639,            6.387139,          -20.115930,           16.888688,           22.238088,            8.257411,          -10.611013,           -9.923429,           -0.359537,           -6.474277,           -1.556757,            2.389139,            9.256196,           -1.069364,           -1.404054,           -2.211373,            0.412324,
                 369,                 N/A,            1.843014,           -1.496150,           14.377710,          -17.452818,            0.996206,            5.580758,           -4.866810,           -6.487461,            0.797728,           18.165155,           -6.326410,           15.629195,           -7.499050,            4.089872,           -9.297310,            3.709956,           -4.427180,           -2.733158,           -1.025433,           -6.088690,           11.152019,           -0.884742,           11.073473,          -13.188785,            5.806581,
                 370,                 N/A,            2.473608,           -1.950633,           -1.552114,           -2.128071,            7.600836,          -25.693750,           13.795714,           -7.628469,            3.804903,           16.237444,            1.823322,          -11.642581,            8.535612,            0.315493,            0.145184,           -7.693132,            2.275882,           -2.630104,           -3.461792,            0.466955,           15.973124,          -12.189137,           -0.221410,          -12.685751,           11.088185,
                 371,                 N/A,            1.894612,           -4.910704,            7.159410,           -0.833874,           -1.350332,           -1.467251,           10.290718,           -5.928375,            3.006670,           13.345037,           -0.193041,           -7.869562,            7.837913,            0.219709,           -9.927925,           -4.293880,            1.672058,            2.971655,            1.631396,           -4.548246,            7.686242,           -7.962248,            6.059480,          -13.704432,            2.365932,
                 372,                 N/A,            2.059912,           -8.228935,           10.265781,            2.876482,            1.796148,           -8.705585,           12.053950,           -8.581929,            3.075681,           20.203398,           -9.649322,            4.567246,           11.604750,            3.447257,           -3.497833,           -3.464788,           -0.696934,           -0.075549,           -3.201047,            0.870970,            7.831722,            1.840398,            2.604018,           -9.820067,           -3.077951,
                 373,                 N/A,            1.629774,           -2.998436,            1.509696,           -0.139832,           -1.181416,           -9.571936,           16.969151,           -8.810662,           12.646014,            9.286926,           -3.368066,            2.333735,            2.319015,           -1.548043,           -5.051003,            0.966824,            3.399649,           -5.035143,           -4.576094,           -4.516323,           19.990446,           -9.085296,            4.626405,          -16.407144,            8.049822,
                 374,                 N/A,            2.007897,           -6.795601,           14.843095,           -6.962690,            7.104714,          -10.895770,            2.284676,           -4.919254,            2.027704,           12.995549,           -9.101972,           10.822361,            5.008699,           -0.607112,           -8.338405,            0.492396,            1.805162,           -2.649935,           -0.646161,           -2.753187,           13.449924,           -6.843232,            3.369094,          -14.636323,            6.431530,
                 375,                 N/A,            2.147922,            1.651189,           -3.975831,           -4.960505,            4.343513,           -9.947838,            5.527291,           -8.464522,            3.419977,           18.939044,          -12.155741,            7.088788,           16.826038,            4.409193,           -9.345461,           -7.917119,            0.294063,           -4.887913,            2.197083,           -8.145637,            9.569486,          -13.678302,            8.581817,           -3.762076,            9.276360,
                 376,                 N/A,            2.058258,            2.036415,            2.169836,          -13.470870,            6.414727,           -7.871565,           -2.904060,           -9.652368,           10.292879,           11.960979,           -8.513509,            8.340332,            6.861052,            7.371318,           -9.912527,           -0.842378,           -4.133153,            2.219696,           -7.996573,           -1.393939,           11.709097,            2.336091,            4.552182,          -13.634710,            8.070771,
                 377,                 N/A,            2.157033,           -4.532455,            6.879987,           -3.534784,            3.877240,           -8.742472,            4.997350,           -3.139421,            3.011199,            6.135588,           -6.066567,            7.212778,            5.119947,            7.583342,          -14.981539,           -6.928158,            0.227331,           -2.952866,           -5.165412,           -2.008346,           14.046493,           -9.547763,            3.279937,          -12.438067,           13.199264,
                 378,                 N/A,            2.215227,           -3.731357,            5.050429,           -1.762433,            1.529959,           -8.471018,           11.280762,           -2.140184,           -2.762706,           12.535427,           -7.946784,            3.284769,           10.503058,            4.106027,           -4.772703,           -9.017913,           -3.849972,           -2.512598,            0.437748,           -0.534277,            8.862344,          -11.699909,            7.907780,           -8.791346,            6.435223,
                 379,                 N/A,            2.000983,           -5.072083,            5.093336,           -2.534677,           -2.041163,            0.711766,            5.217889,           -7.133383,            0.870581,           18.684341,            2.596302,            9.218314,          -16.343734,            1.692685,          -12.403560,            4.036802,           -4.097061,           -1.407460,           -1.921801,           -1.552234,            5.014598,          -13.864944,            8.818994,           -6.507343,           13.369183,
                 380,                 N/A,            1.907750,           -1.365232,           -0.249683,            1.281646,            0.131028,           -6.376211,           13.738731,           -6.759726,            2.687042,           15.877555,           -1.298277,          -12.710450,           14.692051,            5.308253,           -5.779595,           -9.725443,           -1.070653,            2.531137,           -1.947821,           -7.411923,           11.513269,           -2.597117,           10.858276,          -14.828488,           -0.702195,
                 381,                 N/A,            1.866308,           -3.363856,            6.890656,           -4.832100,            3.028267,           -1.972603,            0.877529,           -4.794744,            0.089322,           13.789591,           -9.410357,           -1.231967,           16.041302,            4.421401,           -9.251726,            1.535330,           -2.401528,           -4.351637,           -5.157606,           -3.113570,           10.552482,            5.837198,            7.320358,           -9.236860,           -1.557662,
                 382,                 N/A,            1.916205,           -4.459134,           11.159398,           -7.436442,            6.073106,           -6.741239,            0.395179,           -7.707303,            9.794831,            8.902638,           -5.495563,            4.345897,            3.719528,            4.619990,          -14.644029,           -3.349793,            1.570703,           -2.946234,           -0.554293,           -1.766112,           14.133850,           -2.244569,            0.767135,          -12.968997,            3.008888,
                 383,                 N/A,            1.881619,            0.019522,            1.211733,           -6.201916,            5.222950,          -12.630676,            6.639668,           -7.836885,            2.880977,           17.270579,            7.781528,           -7.719668,          -11.621158,            2.705760,           -5.302625,           -1.965728,            2.161139,            4.275171,           -6.878043,           -1.867542,            5.093846,            5.436506,           -0.064778,           -8.634299,            0.053608,
                 384,                 N/A,            2.192981,           -6.907963,            9.920044,            0.042270,            7.896057,          -13.444517,            4.883415,           -7.699575,            4.033405,           16.104281,           -1.542366,            5.656320,           -3.568539,           -0.934301,           -5.197803,            9.412877,           -0.828629,            1.762892,           -1.958794,           -3.096716,            0.547189,           -6.588122,            4.972230,           -3.236969,            6.440664,
                 385,                 N/A,            2.485351,           -0.594906,            5.465557,           -8.958266,           10.582942,          -14.614060,           -0.092193,           -8.902138,            4.082236,           18.052022,            0.262318,           -2.937088,            2.304044,            3.545968,           -8.811580,            3.069635,           -2.817164,           -0.094948,           -2.387831,           -1.808300,            9.459213,           -4.009635,            4.180816,           -9.424166,            6.827482,
                 386,                 N/A,            2.280013,           -4.591519,           10.895390,           -8.251581,            6.426514,           -9.532884,            0.895452,           -5.904258,            8.171246,            7.531929,           -8.321499,            1.051741,           14.367238,            2.709006,          -13.824164,            9.989385,           -3.700211,           -6.719725,            3.945621,           -6.673194,           13.216980,           -8.323211,           10.490855,           -7.596849,            5.287343,
                 387,                 N/A,            1.827075,           -2.377889,            1.200899,           -2.334384,            3.115376,           -8.515103,            5.318605,           -2.513848,            0.880666,            7.126953,           -1.848397,           -4.247759,            7.602362,            6.121537,          -14.991870,           -3.432098,           -3.215699,            1.185827,            1.632627,           -3.429375,            8.217360,           -8.181886,            7.496989,           -8.701423,            4.423511,
                 388,                 N/A,            2.337273,           -1.091783,            8.848751,          -12.876712,            6.803958,          -10.826461,            0.604855,           -5.798861,            6.704870,            8.283192,           -4.615293,           -1.897623,           14.670536,            3.106915,           -8.277032,           -3.453975,            0.970863,            1.107563,           -4.940477,           -0.126818,            5.366254,           -1.276485,           -0.306714,           -8.226091,            7.243219,
                 389,                 N/A,            2.240409,           -2.422341,            3.689025,           -2.257719,            4.845868,           -9.880469,            7.018120,           -9.714114,           14.505332,            7.953513,           -6.300324,           12.489465,            1.133110,            4.699760,          -10.972205,           -3.420796,           -0.817421,           -1.973825,           -1.672605,           -6.876444,            4.825896,          -18.850656,            8.900612,           -3.580646,           17.949643,
                 390,                 N/A,            1.992620,           -2.685978,            4.682838,           -3.963924,            6.150499,          -10.879564,            4.626523,           -5.986827,            3.620400,           12.869514,            2.691569,            3.323634,          -10.245108,            0.535615,           -2.736952,            1.382705,            0.774213,            1.953779,           -4.788842,           -8.767816,           -0.814308,           -0.407419,            9.128281,           -2.108115,            3.472069,
                 391,                 N/A,            1.836156,           -4.216799,            7.116911,           -5.366006,            5.790075,           -8.073436,            0.126176,           -1.979001,            1.960727,            6.632468,           -6.833426,            6.388664,            2.972420,            2.992921,          -13.881698,            3.752361,           -1.137608,            0.696017,           -3.214070,           -3.875640,           10.711438,           -1.769828,            6.215496,          -12.856594,            4.405392,
                 392,                 N/A,            2.242206,           -3.340553,            8.841315,           -5.269471,            2.178951,            0.023539,            2.155746,           -7.302414,            3.834705,           16.582570,           -5.128831,            2.129333,            6.683960,            5.497314,          -12.726879,            0.298834,           -1.530449,           -8.747764,           -1.102697,           -2.422455,           10.292875,           -7.711179,            5.088331,           -4.034765,            7.937390,
                 393,                 N/A,            2.366201,            1.945598,           -2.187186,           -4.219288,            5.161961,           -9.190728,            6.123319,           -0.106366,           -5.201432,           10.971426,           -3.273831,           -2.023922,            6.165008,            6.672016,           -3.743949,           -7.636631,           -4.059520,           -1.325530,           -6.201636,           -5.476183,           16.202968,          -13.052458,           10.707851,          -15.173053,           16.259359,
                 394,                 N/A,            2.448176,            0.279643,           -4.999928,            0.786398,           14.726171,          -21.452139,           -0.369129,           -5.674828,           12.260975,            3.043129,           -9.088781,           13.971330,           -1.431578,            3.752109,          -10.384609,            6.184361,            3.152968,           -2.013890,           -5.923836,           -3.731692,            7.804982,           -9.407222,           -1.941901,           -1.045245,           14.450721,
                 395,                 N/A,            2.403150,           -4.986051,            1.898177,           -1.202847,            3.815083,          -14.344927,            8.636161,           -4.300244,            4.549549,            9.763076,          -13.176227,           17.553840,            1.000376,            0.236918,           -4.933362,           -1.471175,            1.109052,           -2.774576,           -0.344982,           -5.204409,            9.402462,           -7.934744,            6.519727,           -6.547971,            4.817186,
                 396,                 N/A,            1.928070,           -2.667629,            6.670688,           -6.655933,            1.361855,           -3.276565,            4.491977,           -1.622737,           -0.740566,            7.848542,           -1.342202,          -12.815025,           14.215766,            5.197581,          -11.991525,           -9.565656,            1.429779,           -4.461103,           -6.457598,           -0.627559,           17.483173,          -14.404308,            2.136154,          -16.325007,           18.584520,
                 397,                 N/A,            2.091696,           -4.624249,           11.000579,           -6.184331,           -2.939917,           -1.283840,           12.125287,           -0.874996,            1.166292,            5.956348,           -6.195329,            2.499467,           11.948432,            2.189922,          -14.394228,           -9.993936,            4.979726,            1.629866,           -4.690740,           -4.057992,            7.584152,          -12.458200,            2.551023,          -13.321880,           14.118564,
                 398,                 N/A,            1.962307,           -1.930450,            1.540789,           -3.009178,            1.628530,           -4.034846,            4.937070,           -8.526671,            6.979605,           15.205068,          -10.444278,           -6.678921,           26.904772,            5.571132,           -6.019072,           -6.649122,           -3.253592,           -5.228231,            1.639283,           -2.973037,           14.017482,            3.390950,            7.884936,          -10.187762,           -6.865780,
                 399,                 N/A,            2.277012,           -2.198305,           -0.934945,            3.155712,            7.014782,          -19.976984,           14.490180,           -3.979622,           -4.584679,           19.984798,          -13.507251,           13.391840,           13.595507,            5.181519,          -11.126912,            2.847181,           -4.443375,           -0.277960,           -1.217906,           -0.474026,           11.796859,           -5.253767,            5.790436,           -9.338401,            1.059304,
                 400,                 N/A,            1.927956,           -5.165210,            6.959623,           -0.468259,            0.979439,           -5.191322,            9.157312,          -12.746142,           11.172299,           20.675914,          -10.572844,           12.970200,            5.128838,            4.575041,          -12.684949,            3.122391,           -4.598753,           -5.977723,            3.358732,           -2.459971,            2.017110,           -6.699528,            9.108929,            2.431242,           -0.000838,
                 401,                 N/A,            2.774900,           -3.964766,            4.475594,           -1.230782,           11.571770,          -15.237558,           -1.401556,           -2.681044,            2.201715,            6.942669,           -8.807522,            7.247797,           16.863900,            4.558075,           -0.595350,            5.243965,           -3.699773,           -2.481312,           -6.985861,           -3.821493,           12.984208,           -7.194331,            7.114197,           -9.580262,           13.358503,
                 402,                 N/A,            1.894002,           -5.076579,            6.034422,           -2.989772,            4.459368,          -11.719473,            6.205330,           -4.859388,            2.697991,           11.111822,           -7.401857,            5.573225,            6.550462,            2.832236,           -8.152333,            5.107764,           -1.124981,           -0.692582,           -6.050665,           -6.420457,           -0.189455,            2.444035,            8.594974,            0.961098,            1.887849,
                 403,                 N/A,            1.834999,           -0.299917,           -4.836197,            0.427509,            2.627658,           -8.402043,            7.346170,          -11.086373,           12.360332,           14.736268,           -4.351863,           -2.465291,            7.657970,            0.081758,           -5.332824,            8.418073,            2.176210,           -2.511700,           -4.861985,           -3.659438,           13.783955,           -4.313625,            1.271889,           -8.494657,            6.573346,
                 404,                 N/A,            1.746527,            0.967671,            8.232757,          -14.057742,            9.163926,           -8.885610,           -3.866118,           -2.122663,           -6.417492,           16.362201,           -3.662828,            6.856515,            1.772256,            2.777029,            5.567964,           -3.058473,           -0.503517,           -5.544686,           -7.875812,           -4.583844,           15.209389,            7.161602,            4.727744,          -11.674339,            2.920586,
                 405,                 N/A,            2.192778,           -1.137664,            1.093210,           -1.454646,            6.278123,          -14.927393,           10.261434,           -7.474804,            3.711070,           16.255431,            1.647522,           -5.533472,            0.707455,            3.577308,           -5.089788,           -4.417886,           -0.516790,           -4.478567,           -3.884612,            0.022863,           14.839369,           -7.846614,            2.190663,          -10.767633,            7.779343,
                 406,                 N/A,            2.041217,           -6.259821,            7.651806,            0.727197,            4.461397,           -8.583834,            6.197093,           -8.477108,           12.229212,            8.277171,           -3.725721,            0.475168,            7.011925,            1.120540,          -14.800912,            6.607303,           -0.424064,           -1.817783,           -2.657128,            0.419221,           15.283699,          -12.683167,            1.947950,          -14.680146,           12.043066,
                 407,                 N/A,            1.970708,           -8.590882,           13.660249,           -2.850427,           -0.537567,           -4.657516,            9.128586,            1.344047,           -2.710939,            3.685142,           -8.774777,           -0.659887,           16.189834,            2.446581,           -7.545946,           -7.195928,           -0.378556,            0.100958,           -1.472224,            1.552059,            9.150052,           -8.493265,            3.285572,          -14.664334,            7.073984,
                 408,                 N/A,            2.416474,           -2.989679,            1.401092,            4.247714,            6.208711,          -10.705143,            8.058963,           -1.437977,           -4.084485,           12.342718,          -21.475213,           15.509954,           26.729297,            2.977902,           -6.106647,            6.587120,           -0.873172,           -8.627934,           -5.407712,           -3.703660,           13.436111,          -12.130065,            5.462308,           -4.231871,           12.968763,
                 409,                 N/A,            1.775880,           -2.284534,            6.081692,           -5.139360,            8.399413,          -10.790751,            1.219037,           -8.408321,            6.904785,           14.343002,           -5.971381,            2.017241,           10.023386,            5.322358,          -14.962860,            2.482019,           -0.426693,           -3.705266,           -7.863772,           -6.087454,            5.341738,           -4.554322,            6.873254,           -2.476626,           11.609084,
                 410,                 N/A,            2.400333,           -2.637052,            0.224470,            2.352988,            5.984878,           -9.449677,            5.133101,          -13.790584,            5.863360,           26.982026,           -2.011221,            1.004998,           -1.975483,            5.951114,          -11.391204,            1.907130,           -1.102727,           -7.013486,           -8.427086,            2.493753,           15.209872,          -11.478697,           -0.358270,           -7.748716,           16.229502,
                 411,                 N/A,            1.980336,           -6.165950,            8.804809,           -1.205820,            2.246308,           -4.522842,            5.127972,           -7.215042,            2.186911,           16.683995,           -6.498922,            2.497536,            3.239197,            0.303346,           -7.996683,            1.835780,           -0.913158,           -0.013035,            3.670626,           -3.670660,           12.459756,          -10.245064,            6.646607,          -14.543063,            4.216299,
                 412,                 N/A,            2.091362,           -3.814512,            4.494991,           -5.170623,            1.604318,           -7.914342,            6.087932,           -5.063017,            4.311803,            9.675728,          -10.397429,            5.778361,           12.652382,           -2.960278,            0.544454,           -6.135683,            4.126928,            4.553909,           -0.652805,            1.370848,           -3.855635,            2.228811,           -3.145214,           -2.039586,           -3.522869,
                 413,                 N/A,            1.865244,           -1.546180,            7.630290,           -9.620226,            2.745134,           -4.809101,            3.563345,           -4.756800,            9.234859,            4.561213,            7.325812,           -9.820033,           -5.345490,            5.517428,           -8.570188,            0.111394,           -2.400371,           -7.466442,           -3.897575,            1.409525,           14.529514,           -2.282631,            1.720148,           -8.660378,            6.099596,
                 414,                 N/A,            1.934689,           -2.985679,            2.012827,            0.183046,            5.827474,          -11.340374,            6.248164,           -7.523896,            5.948149,           15.779886,           -6.616137,           -1.001437,            6.941375,            4.348121,           -7.753226,            3.280833,           -2.714397,           -2.241164,            1.334275,           -1.630271,           14.420138,           -9.585819,            4.637332,          -11.216364,            5.760207,
                 415,                 N/A,            1.924721,           -6.382063,            9.644896,           -2.216339,            3.860014,           -8.471234,            5.892629,           -2.059966,            1.499542,            7.009199,           -2.281170,            3.108987,           -2.061095,            8.252385,          -14.445683,           -8.435679,           -4.996778,           -3.201057,            4.987773,           -2.923056,           -4.440651,          -11.005411,            9.934848,            6.041447,            3.445450,
                 416,                 N/A,            1.773036,           -5.244266,            7.763162,           -4.244431,            6.295966,           -8.959388,            0.147013,           -5.984540,            3.666743,           13.143158,           -9.762553,           -2.261771,           18.928593,            2.365639,           -6.505237,           -9.884870,            0.488062,            3.694343,           -0.265950,           -5.692837,           10.645449,            4.657743,            7.630158,          -16.864857,           -5.991429,
                 417,                 N/A,            2.435936,            1.158734,            2.097734,           -3.879564,            7.660087,          -11.489312,            6.819399,           -6.347811,            9.035273,            8.864952,          -10.382596,           18.119340,           -2.170613,            3.168013,           -4.706974,           -5.584077,           -0.222359,           -0.110327,           -3.410207,           -4.373446,           -0.043166,           -2.052418,            5.415695,           -0.845983,            2.570723,
                 418,                 N/A,            1.940674,           -3.599318,            3.904254,           -1.878712,            1.493255,           -9.328388,           10.212063,           -9.875256,           14.014801,            9.548394,           -5.403281,            1.359835,            7.800097,            3.947009,          -11.650823,           -0.361241,           -2.038903,           -6.765539,           -3.974297,           -1.599070,           11.569897,          -14.724754,            6.286384,           -6.118204,           14.909011,
                 419,                 N/A,            1.929626,           -2.290621,            2.881916,           -0.124920,            1.151141,           -4.812536,            9.495223,           -3.954959,            9.324845,            2.753028,           -4.001182,           -0.660744,            8.015509,            3.542805,           -8.106655,           -4.612052,           -3.416544,           -5.030675,            2.116370,            3.036874,           16.933090,           -6.655829,            3.141117,          -14.301351,            0.334797,
                 420,                 N/A,            3.159090,           -6.757244,           12.423686,            3.357275,           -0.831428,           -2.705246,           16.350035,           -8.303662,            1.410496,           18.689310,            0.541882,           -8.014605,           22.841233,            0.433666,            2.273303,            2.684050,           -1.844519,            2.144390,           -2.749437,           -6.047263,           -0.603865,           -5.223355,           10.680983,           -4.933699,            2.524536,
                 421,                 N/A,            2.362959,           -6.060705,           12.112560,           -4.310659,            5.098344,           -2.580655,           -1.541011,           -9.062561,           -2.228809,           27.165551,           -7.263889,            1.936295,            0.890087,            5.267317,          -10.174743,           -2.543913,           -2.535615,           -6.844063,            3.157466,           -0.751025,           11.686464,           -3.955331,            4.826277,           -8.271972,            0.519692,
                 422,                 N/A,            2.207151,           -4.936383,           12.945438,           -6.258964,            8.178659,          -12.418499,            4.035992,           -9.118028,           -2.402304,           27.538751,           -2.043144,            0.111433,            2.280863,            5.919345,          -14.997732,            4.510162,           -1.790719,           -4.286271,           -5.071670,            0.419882,            4.489790,           -2.677492,            1.689179,           -1.847369,            7.430462,
                 423,                 N/A,            2.041801,            5.406726,           -1.182821,          -14.348860,            9.040751,           -8.866849,           -4.891493,           -4.633963,            6.622806,            7.444938,          -12.945999,           16.705686,            6.400159,            4.072733,           -7.768326,            1.583761,           -0.320736,           -5.819416,           -2.986338,           -3.793840,           17.449726,           -3.596467,            2.131950,          -10.343815,            9.081439,
                 424,                 N/A,            1.721960,            0.165379,            3.403463,           -6.986978,            7.174779,           -9.189718,            1.966678,          -10.812034,            7.830353,           18.901984,          -16.523249,            7.535438,           23.776421,            5.736025,          -13.983016,            0.932171,           -4.728863,            0.283573,            2.662847,            4.752085,            8.012390,           -7.002656,           -0.401888,           -8.121237,            3.848322,
                 425,                 N/A,            1.865655,            0.362930,           -1.986977,           -2.688923,            7.604874,          -13.282825,            4.495082,           -3.230749,            4.737317,            5.771110,           -0.736114,          -11.533277,           12.022668,           -0.350002,          -10.802822,            9.425254,            1.958479,           -3.787297,           -2.565161,           -7.395667,            8.233225,          -15.909210,            4.995491,           -2.385494,           16.519506,
                 426,                 N/A,            2.197359,           -3.947308,            6.066104,           -2.642442,            1.353674,           -2.909628,            5.491085,           -5.254986,            3.927638,           12.530223,           -7.298121,            5.986838,            4.960391,            3.986004,          -10.384665,           -2.757550,            0.911108,           -4.791875,           -3.402171,           -1.767451,           10.337814,           -5.093230,            2.737274,           -7.257953,            6.027561,
                 427,                 N/A,            2.232912,           -2.153223,            0.659561,           -0.839774,            6.243368,          -12.129412,            5.329663,           -8.415119,            6.807153,           14.154939,          -10.176405,            9.095194,            7.730655,            3.055287,           -6.867622,            1.381095,           -0.994740,           -3.894071,           -2.095969,           -2.089223,            3.911187,            0.751990,            4.200467,            0.055856,           -1.367662,
                 428,                 N/A,            2.231426,           -2.020758,            7.982241,           -9.147699,            8.298953,          -11.699523,            1.045611,           -2.723041,           -4.534817,           15.527470,          -20.646692,           15.486016,           25.160621,            2.481222,           -9.405766,           -5.419540,           -0.796948,            2.638173,            0.056776,           -6.930801,           13.201842,           -4.503223,            9.415176,          -18.700534,            3.843593,
                 429,                 N/A,            2.199502,           -6.200295,           10.806236,           -3.325214,            2.202651,           -0.975337,            1.449386,           -3.851966,            5.543400,            6.491997,           -4.295008,            3.247220,            3.609753,            3.675436,           -7.962898,            6.605613,           -3.636860,           -9.112679,           -4.484919,           -0.259988,            8.038974,           -9.014607,            5.883085,           -2.120167,           12.421417,
                 430,                 N/A,            2.326165,           -3.422531,            5.506307,           -6.171434,            3.243345,          -10.437423,            6.638439,           -3.064848,            0.769160,            9.652416,           -8.720327,           15.611923,           -2.529863,            2.645649,           -8.110944,           -2.735293,           -1.495693,           -0.133104,            0.574960,           -3.925690,           12.591850,          -10.859219,            7.092565,          -13.346103,            8.680481,
                 431,                 N/A,            1.927366,           -0.070468,            3.291825,           -9.301503,           10.385560,          -15.040028,           -1.663419,           -0.931314,            1.153648,            4.773578,           -6.734443,            5.807667,            7.797247,            2.138265,           -8.221862,            1.474718,            0.058348,           -2.173933,           -2.230433,           -2.104941,            8.072943,           -1.326177,            1.583693,           -5.408490,            4.294392,
                 432,                 N/A,            2.432125,            0.181400,            8.380230,           -8.486039,            7.673954,           -4.216541,           -0.689100,           -5.768405,            4.737512,           13.117563,          -15.032381,           12.641725,           12.350973,           -2.546938,           -0.389422,            4.510009,           -1.404415,           -1.538712,           -0.851506,           -4.030626,            8.738709,           -8.773261,            6.732854,          -11.165680,            8.901497,
                 433,                 N/A,            2.193658,           -2.024564,            7.828153,           -8.655936,            4.368228,          -12.247309,            8.657701,           -2.703413,            2.823492,            6.871957,           -8.235234,           -2.825263,           21.311379,            2.429856,           -1.697998,           -9.997541,           -0.476111,           -1.604726,            1.172704,           -7.256767,            7.448051,          -10.115745,            9.622257,           -8.026451,            7.360188,
                 434,                 N/A,            2.174773,           -3.527912,            2.753568,            1.701903,            1.071322,           -5.621933,            9.759435,           -2.290427,            0.673551,            8.363929,           -9.053648,           12.636250,            1.362544,            3.768090,            0.924888,           -7.730319,           -3.443583,           -1.653044,           -0.136683,           -3.997373,           11.421464,           -9.808015,           10.319043,          -11.693742,            5.300600,
                 435,                 N/A,            1.961218,           -8.324542,           12.204870,            2.621800,            3.537215,           -6.867687,            9.268674,           -8.149916,            5.270222,           16.554211,           -2.461042,            2.567390,           -0.622396,            4.874031,           -9.441250,           -3.325719,           -0.739708,           -4.994166,           -4.298710,            1.206332,            8.979874,           -5.020611,            2.212291,           -6.846463,            5.148103,
                 436,                 N/A,            1.811818,           -1.685745,            0.212283,           -0.760499,            1.167920,           -6.467815,            9.762462,           -9.924453,            6.133426,           19.944633,           -7.480493,            6.773461,            5.233710,           -2.255052,           -0.318334,            1.443393,           -0.290308,            2.772593,           -1.012826,           -5.925333,           13.599517,           -8.191395,            9.003672,          -17.757794,            4.653795,
                 437,                 N/A,            1.980434,           -2.818801,            4.578808,           -3.881045,           -1.898209,           -1.943470,            9.638404,          -11.194405,            2.316898,           25.444506,           -7.475835,           -1.861564,           15.551492,            0.566571,           -4.723406,            2.938876,            1.125346,           -3.115648,           -5.390758,           -6.120784,           13.635865,            1.652110,            7.162826,          -12.583747,            1.427891,
                 438,                 N/A,            2.400270,           -0.066784,           -4.386652,            1.709876,            8.388826,          -14.875808,            5.695668,           -3.621253,            0.766789,           11.896030,          -16.631207,            5.394104,           27.997430,            3.202021,           -0.341192,           -5.109291,            1.340022,           -4.022370,           -2.492764,           -9.330207,           12.154720,           -9.791397,            8.165576,           -5.835841,            8.561476,
                 439,                 N/A,            1.928450,            1.209974,           -4.999880,            1.952079,            3.177311,          -11.894725,           13.710901,           -2.719234,            0.743182,            8.850141,           -2.213801,           10.866660,           -3.490197,            4.131948,            1.035807,           -8.052131,           -0.684672,           -3.173847,           -0.793295,            0.957502,           18.882621,           -8.363363,            1.125896,          -14.818047,            3.888533,
                 440,                 N/A,            2.117896,           -5.166377,            7.832916,           -3.896708,            6.532560,          -11.044424,            1.891241,           -8.395288,            0.359644,           22.609856,           -4.955229,            1.006414,            9.074256,            4.481322,           -5.418445,            1.417244,           -3.291369,            3.379897,           -6.921430,           -2.283101,            6.513767,           -4.510088,            6.870085,          -11.276809,           10.514181,
                 441,                 N/A,            2.232067,           -2.344389,            4.869203,           -7.054681,            1.815330,           -5.606061,            4.728862,           -3.157350,           -1.157579,           11.903496,          -10.030294,            7.546107,           11.319777,            4.527701,          -12.506454,           -4.919142,            0.439201,           -2.999869,           -3.152532,           -4.723026,            8.282541,           -5.976776,            6.087719,           -7.093023,            8.027230,
                 442,                 N/A,            2.332317,            1.829491,           -1.170947,           -7.734996,            8.256649,          -13.836807,            1.281993,           -6.764429,            6.822163,           11.317032,           -2.311016,            0.934742,            4.336067,            4.432413,           -5.753211,           -5.632197,           -1.423925,           -3.855884,            2.641946,           -4.905260,            7.016105,          -15.253739,            5.986624,           -1.961988,           12.183295,
                 443,                 N/A,            1.888314,           -3.631410,            8.390359,           -6.587676,            3.504531,           -5.078110,            2.190897,           -9.373790,           11.382528,           10.717922,           -0.307843,            7.435150,           -8.861648,            1.316840,          -12.982772,            2.869477,            2.390858,            0.426935,           -8.403770,           -2.028000,            3.334123,           -1.360487,            1.076518,           -6.367659,            9.609076,
                 444,                 N/A,            1.933930,           -2.226737,            1.644143,           -2.630500,            4.454694,          -11.393863,            7.058323,           -5.996287,            7.019731,            8.566991,            4.185954,          -10.746046,            0.341976,           -0.801655,           -7.348504,            6.179354,            0.182295,           -5.550547,           -0.976005,           -2.339828,           12.403059,           -3.679667,            3.779355,           -7.051243,            1.682925,
                 445,                 N/A,            2.127040,            2.812103,           -4.999519,           -3.970989,            9.147724,          -18.508218,            7.049548,           -5.513080,            6.042983,            9.503273,           -3.947939,           -9.325967,           17.506969,            0.540392,           -2.916259,            7.632018,           -0.924744,           -2.961285,           -2.723111,            1.637263,            7.473975,           -7.472631,           -1.566906,           -1.677737,            8.198027,
